caseid,wt2,wt2a,knowledge,sex,race,age,female,white,oftenvote,conservative,prayfreq,heterosexual,married,yrsofschool,income,speaker,vp,pm,cj
1705,.7881,76311.2436,2,1,2,58,0,0,4,4,5,1,0,10,14,0,1,0,1
1707,.63440001,61431.187315,1,2,2,58,1,0,4,6,5,1,0,14,13,0,1,0,0
1709,.66460001,64357.268856,3,1,2,50,0,0,3,4,3,1,0,4,19,0,1,1,1
1710,.72549999,70246.69931,3,2,4,37,1,0,3,6,3,1,0,14,17,1,1,0,1
1711,.79369998,76855.092848,2,1,2,50,0,0,4,4,5,1,1,16,16,1,1,0,0
1713,.66460001,64357.268856,2,1,2,59,0,0,1,4,2,1,0,11,5,0,1,0,1
1717,.96319997,93267.581848,2,1,1,67,0,1,4,6,3,1,1,12,10,1,1,0,0
1719,.80129999,77588.575747,2,2,1,30,1,1,1,4,1,1,0,11,3,0,1,0,1
1720,.74190003,71836.11367000001,0,2,1,41,1,1,1,3,1,1,0,12,2,0,0,0,0
1725,.66180003,64079.16482,1,1,4,29,0,0,1,4,1,1,1,6,12,0,0,0,1
1727,.1903,18421.747824,1,2,2,34,1,0,4,2,4,1,0,14,13,0,1,0,0
1728,.94870001,91858.414882,1,2,1,27,1,1,4,3,4,1,1,12,4,0,1,0,0
1729,.62180001,60212.394203,4,1,1,53,0,1,1,2,5,1,1,17,16,1,1,1,1
1730,.42030001,40695.931687,2,2,4,41,1,0,4,4,5,1,1,13,11,1,1,0,0
1731,.73570001,71234.59314300001,3,2,1,38,1,1,3,3,5,1,1,17,21,1,1,0,1
1734,.9242,89488.096089,2,1,2,22,0,0,1,4,4,1,0,13,6,0,0,1,1
1736,1.1998,116176.741478,4,2,1,73,1,1,4,6,5,1,0,14,13,1,1,1,1
1737,2.4054999,232918.373633,4,2,1,34,1,1,3,5,3,1,1,16,14,1,1,1,1
1738,.9012,87262.076763,2,2,2,46,1,0,3,2,5,1,1,11,11,1,0,0,1
1739,.67720002,65570.50247000001,4,2,2,53,1,0,4,2,5,1,0,17,11,1,1,1,1
1744,.51279998,49650.228263,0,2,2,39,1,0,4,2,5,1,0,14,12,0,0,0,0
1747,.7112,68861.622304,3,1,2,61,0,0,3,2,4,1,1,10,7,1,1,0,1
1748,1.7752,171891.425982,4,1,1,30,0,1,1,4,2,1,0,12,6,1,1,1,1
1749,1.2022001,116411.433563,2,1,1,51,0,1,1,6,1,1,0,11,11,0,0,1,1
1752,2.0278001,196351.718941,4,2,1,52,1,1,3,6,5,1,1,12,1,1,1,1,1
1753,1.4306,138520.011218,0,2,1,90,1,1,4,6,4,1,0,16,13,0,0,0,0
1754,1.1034,106838.542739,0,2,1,47,1,1,3,6,3,1,0,15,18,0,0,0,0
1755,1.5029,145526.994402,3,2,1,27,1,1,1,2,2,1,0,16,1,0,1,1,1
1758,.48429999,46889.609748,0,2,2,73,1,0,3,1,3,1,1,7,2,0,0,0,0
1760,.19159999,18551.56772,0,2,2,37,1,0,4,4,4,1,0,12,2,0,0,0,0
1761,.50709999,49097.54943,4,2,2,24,1,0,4,4,4,1,0,12,8,1,1,1,1
1764,.2313,22393.457326,2,1,2,45,0,0,2,5,4,1,0,12,5,0,0,1,1
1765,.23980001,23220.686836,3,1,2,57,0,0,1,3,4,1,0,8,3,1,1,1,0
1766,.62959999,60966.896175,1,1,2,34,0,0,2,5,4,1,0,12,15,1,0,0,0
1767,2.4054999,232918.373633,0,2,1,31,1,1,4,4,2,1,1,16,19,0,0,0,0
1771,1.4904,144317.438864,0,2,1,73,1,1,3,6,5,1,0,10,3,0,0,0,0
1774,.6142,59470.376953,0,2,2,52,1,0,1,4,5,1,0,14,9,0,0,0,0
1777,.66460001,64357.268856,0,2,2,54,1,0,1,7,4,1,1,12,8,0,0,0,0
1778,2.1277001,206026.786996,0,2,1,58,1,1,4,4,5,1,1,12,11,0,0,0,0
1779,1.8388,178053.527832,0,1,1,66,0,1,4,6,3,1,1,13,25,0,0,0,0
1780,2.0309999,196659.528423,2,1,1,55,0,1,4,5,2,1,1,14,25,1,1,0,0
1781,1.4904,144317.438864,0,1,1,78,0,1,4,4,4,1,0,9,1,0,0,0,0
1782,1.2704999,123018.428111,2,1,1,58,0,1,2,5,4,1,0,16,8,0,1,0,1
1785,.2577,24956.385373,1,2,2,63,1,0,4,5,3,1,0,10,3,0,1,0,0
1794,.24150001,23386.174285,3,2,2,51,1,0,3,2,5,1,0,16,3,1,1,0,1
1798,.2726,26398.805004,2,1,2,57,0,0,4,5,2,1,0,14,7,1,1,0,0
1799,.3387,32793.20696,1,2,2,57,1,0,3,5,5,1,1,8,1,0,0,1,0
1804,.2313,22393.457326,0,2,2,48,1,0,4,4,5,1,1,12,9,0,0,0,0
1805,.29460001,28527.288551,1,2,2,19,1,0,1,7,5,1,0,12,1,1,0,0,0
1807,.62410003,60431.111539,1,2,2,21,1,0,4,4,4,1,1,12,5,0,0,0,1
1808,.2313,22393.457326,3,1,2,43,0,0,3,4,5,1,0,12,14,0,1,1,1
1809,.193,18692.846497,4,2,2,56,1,0,4,4,3,1,0,13,14,1,1,1,1
1810,.2022,19583.221492,3,1,2,55,0,0,4,2,5,1,0,12,10,1,1,0,1
1815,.95829999,92789.13946400001,2,2,1,76,1,1,4,6,5,1,1,14,13,1,0,0,1
1816,.3484,33735.355168,0,2,2,44,1,0,1,6,5,1,0,8,3,0,0,0,0
1817,.58759999,56901.584093,2,1,2,40,0,0,4,1,5,1,0,12,13,1,1,0,0
1822,.19159999,18551.56772,0,2,2,33,1,0,2,6,5,1,0,12,5,0,0,0,0
1823,.1829,17708.098119,0,2,2,35,1,0,4,4,3,1,1,14,15,0,0,0,0
1825,.28560001,27656.229114,1,2,2,52,1,0,4,3,5,1,0,12,15,0,1,0,0
1826,.1829,17708.098119,0,2,2,33,1,0,4,2,4,1,0,13,1,0,0,0,0
1827,.4161,40287.407693,1,1,2,29,0,0,1,4,4,1,0,12,12,0,1,0,0
1829,.2272,21997.409595,1,2,2,35,1,0,2,1,2,1,0,9,10,0,1,0,0
1830,.24150001,23386.174285,2,1,2,56,0,0,4,2,5,1,1,16,16,1,1,0,0
1835,.29460001,28527.288551,0,2,2,26,1,0,1,4,5,1,0,12,3,0,0,0,0
1837,1.6815,162815.583753,0,2,1,41,1,1,3,6,5,1,1,16,1,0,0,0,0
1838,1.3963,135197.619199,3,2,1,37,1,1,4,5,1,1,1,16,16,1,1,1,0
1839,1.6815,162815.583753,3,1,4,45,0,0,3,5,2,0,1,17,20,1,1,0,1
1840,2.1501,208195.859679,3,2,1,26,1,1,3,6,5,1,1,16,17,1,0,1,1
1841,1.0674,103351.284304,1,2,1,44,1,1,1,5,5,1,1,17,13,0,1,0,0
1842,1.3963,135197.619199,4,2,1,37,1,1,1,6,4,1,1,17,20,1,1,1,1
1843,1.3963,135197.619199,4,1,1,36,0,1,3,6,4,1,1,16,19,1,1,1,1
1844,1.3353,129300.326078,3,1,1,61,0,1,3,6,3,1,1,16,20,1,1,0,1
1845,.9181,88903.46647,1,1,1,78,0,1,4,4,3,1,0,17,17,0,0,1,0
1846,.73390001,71061.59526,0,2,1,71,1,1,4,6,5,1,0,17,18,0,0,0,0
1847,2.9609001,286696.935889,2,2,1,24,1,1,2,4,3,1,0,14,4,1,1,0,0
1848,1.0953,106056.555772,0,1,1,28,0,1,3,5,3,1,0,12,1,0,0,0,0
1852,1.4342999,138883.534503,0,2,1,51,1,1,3,4,3,1,1,13,14,0,0,0,0
1856,1.6247,157314.984679,1,1,1,69,0,1,3,6,4,1,1,17,18,1,0,0,0
1857,1.2986,125743.733214,2,1,1,69,0,1,4,6,4,1,1,14,15,1,1,0,0
1858,2.0458,198091.774713,4,1,1,48,0,1,4,6,3,1,1,17,20,1,1,1,1
1861,2.0143001,195042.252086,4,2,1,35,1,1,2,6,4,1,1,12,12,1,1,1,1
1862,2.4054999,232918.373633,4,2,1,38,1,1,3,6,5,1,1,17,10,1,1,1,1
1865,2.3996,232352.71608,4,2,1,82,1,1,4,6,5,1,1,13,5,1,1,1,1
1867,2.3155,224205.846596,0,2,1,49,1,1,2,6,5,1,1,13,12,0,0,0,0
1868,2.4054999,232918.373633,4,2,1,38,1,1,4,6,4,1,1,16,2,1,1,1,1
1869,3.7042999,358679.696587,4,2,1,25,1,1,4,6,4,1,1,17,15,1,1,1,1
1870,2.3996,232352.71608,2,1,1,81,0,1,3,6,4,1,1,13,17,1,1,0,0
1871,2.8968,280498.58566,3,2,1,46,1,1,4,6,5,1,1,16,1,1,1,0,1
1872,1.5010999,145345.949564,4,2,1,75,1,1,3,4,3,1,0,16,14,1,1,1,1
1873,1.0203,98796.966825,3,1,1,50,0,1,3,4,5,1,1,12,14,1,1,1,0
1874,2.3155,224205.846596,4,2,1,45,1,1,2,5,3,1,1,16,19,1,1,1,1
1875,2.5139,243420.107469,3,1,1,72,0,1,2,4,5,1,1,12,17,0,1,1,1
1876,1.2027,116459.571189,3,1,1,36,0,1,4,2,5,0,0,17,25,1,1,1,0
1877,.91939998,89027.05774800001,3,2,1,62,1,1,4,2,2,1,0,13,17,1,1,0,1
1878,.91939998,89027.05774800001,4,1,1,61,0,1,3,6,4,1,0,14,18,1,1,1,1
1879,2.5409,246036.044184,1,2,1,51,1,1,3,4,2,1,1,17,17,1,0,0,0
1880,.3576,34623.656775,4,1,1,72,0,1,4,4,5,1,0,6,7,1,1,1,1
1881,.29890001,28938.44481,1,2,1,46,1,1,4,4,5,1,1,12,6,0,1,0,0
1883,.2357,22819.147713,2,1,1,31,0,1,1,7,2,1,0,14,13,0,1,0,1
1885,.29890001,28938.739573,3,1,1,45,0,1,2,6,4,1,1,9,7,1,1,0,1
1887,.4492,43494.299295,0,2,1,29,1,1,1,4,2,1,1,10,1,0,0,0,0
1889,.3788,36681.020796,0,2,1,27,1,1,3,4,5,1,0,12,11,0,0,0,0
1892,.27700001,26823.602327,0,2,1,62,1,1,4,4,3,1,0,4,2,0,0,0,0
1893,.61739999,59786.313587,3,2,1,51,1,1,1,7,5,1,1,6,1,0,1,1,1
1894,.29890001,28938.739573,4,2,1,40,1,1,1,4,4,1,0,12,6,1,1,1,1
1896,.3576,34624.009447,2,2,1,73,1,1,4,3,5,1,1,8,2,0,0,1,1
1897,.2604,25210.721696,3,2,1,57,1,1,4,4,5,1,1,12,5,0,1,1,1
1898,.35440001,34313.936005,0,2,1,43,1,1,1,4,5,1,1,7,11,0,0,0,0
1900,.70819998,68569.997349,3,2,4,47,1,0,1,2,3,1,1,13,16,0,1,1,1
1902,.9181,88903.46647,4,2,1,84,1,1,1,5,5,1,0,16,12,1,1,1,1
1903,.25909999,25091.585111,3,2,4,53,1,0,3,2,5,0,0,14,4,1,1,0,1
1906,.24690001,23906.066098,0,1,1,37,0,1,2,4,1,1,1,12,11,0,0,0,0
1911,.62110001,60145.368854,1,2,1,55,1,1,3,6,5,1,1,15,20,0,1,0,0
1913,.35440001,34313.586492,1,2,4,47,1,0,2,2,4,1,0,6,1,0,1,0,0
1915,.24690001,23906.066098,1,1,1,32,0,1,1,5,4,1,0,12,14,0,1,0,0
1916,.2357,22819.147713,0,2,1,37,1,1,3,5,4,1,0,16,18,0,0,0,0
1917,.3601,34870.410056,3,2,1,78,1,1,4,6,5,1,0,16,10,1,1,1,0
1920,.2357,22818.915283,1,1,1,35,0,1,4,3,4,1,0,14,8,0,0,0,1
1922,.2313,22393.457326,3,1,2,43,0,0,2,4,3,1,0,12,5,0,1,1,1
1923,.70359999,68127.354431,4,1,1,64,0,1,3,3,5,0,0,17,3,1,1,1,1
1928,.29890001,28938.739573,2,2,1,45,1,1,1,4,5,1,1,12,1,0,1,0,1
1930,.2485,24064.485557,4,2,1,53,1,1,2,3,4,1,1,13,1,1,1,1,1
1931,.90549999,87681.960272,4,1,1,22,0,1,1,6,5,1,0,14,11,1,1,1,1
1932,.3118,30187.09223,1,1,2,47,0,0,2,7,4,1,0,14,6,0,1,0,0
1933,.24690001,23906.066098,2,2,1,35,1,1,2,5,2,1,1,12,5,0,1,0,1
1934,.35350001,34228.72157,3,2,1,38,1,1,3,4,4,1,1,14,1,1,1,1,0
1935,.23360001,22621.748843,3,1,1,69,0,1,4,4,5,1,1,12,13,1,1,0,1
1936,.2604,25210.464906,0,2,1,52,1,1,1,6,5,1,0,12,18,0,0,0,0
1937,.4524,43804.71739,2,2,1,29,1,1,2,4,3,1,1,17,15,0,1,1,0
1938,.29480001,28548.200506,2,2,1,29,1,1,4,2,3,1,0,17,16,1,1,0,0
1939,.73570001,71234.59314300001,3,2,4,31,1,0,3,6,5,1,0,17,15,1,1,0,1
1940,.70359999,68127.354431,3,1,4,60,0,0,1,6,1,1,1,16,18,1,1,0,1
1942,.72320002,70026.547101,0,1,1,26,0,1,1,4,5,1,0,15,12,0,0,0,0
1943,.28529999,27623.004564,1,1,1,39,0,1,3,4,5,1,0,14,9,0,1,0,0
1946,.2288,22154.179084,1,2,2,31,1,0,2,6,5,1,1,16,11,0,1,0,0
1947,.28119999,27230.260664,3,1,2,27,0,0,1,5,2,1,0,16,13,1,1,0,1
1948,.35690001,34558.129987,1,1,4,40,0,0,4,4,5,1,0,17,15,0,1,0,0
1949,.278,26916.672478,3,1,2,57,0,0,3,5,5,1,1,13,12,1,1,1,0
1950,.88599998,85786.287767,3,2,1,40,1,1,3,7,5,1,1,16,7,1,1,0,1
1951,.70359999,68127.354431,2,1,1,69,0,1,4,5,3,1,1,17,17,1,1,0,0
1952,.77710003,75246.436048,3,2,1,56,1,1,4,2,3,1,1,16,15,1,1,0,1
1956,.70359999,68127.354431,4,2,1,66,1,1,4,2,1,1,1,17,18,1,1,1,1
1960,.94870001,91858.414882,1,2,1,23,1,1,3,4,4,1,0,12,7,1,0,0,0
1962,.77710003,75246.436048,0,2,1,51,1,1,3,4,5,1,0,17,21,0,0,0,0
1963,.73570001,71234.59314300001,3,2,1,34,1,1,3,3,5,1,0,17,15,1,1,0,1
1964,1.1329,109696.808614,3,2,1,26,1,1,4,5,5,1,1,16,10,0,1,1,1
1966,.73570001,71234.59314300001,4,1,1,35,0,1,3,6,2,1,1,16,23,1,1,1,1
1967,.70819998,68569.997349,2,2,1,48,1,1,2,6,3,1,0,14,15,1,1,0,0
1970,1.2332,119413.400911,2,1,1,26,0,1,4,3,4,1,0,17,7,1,1,0,0
1973,.75760001,73362.041591,0,2,1,21,1,1,1,6,3,1,0,12,4,0,0,0,0
1974,.2357,22818.915283,0,2,1,29,1,1,4,1,4,1,0,15,10,0,0,0,0
1975,.27700001,26823.602327,0,2,1,64,1,1,2,3,4,1,1,6,1,0,0,0,0
1976,.24690001,23906.066098,0,1,1,37,0,1,1,3,3,1,1,12,16,0,0,0,0
1977,.62110001,60145.368854,0,2,1,54,1,1,2,6,3,1,0,14,7,0,0,0,0
1980,.36160001,35013.630191,0,1,1,28,0,1,3,6,4,1,1,15,13,0,0,0,0
1986,.588,56938.655234,3,1,1,38,0,1,2,5,3,1,0,13,19,0,1,1,1
1989,.70819998,68569.997349,3,2,1,40,1,1,4,4,5,1,0,14,17,0,1,1,1
1991,.73049998,70730.51620500001,1,1,1,35,0,1,2,3,2,1,0,12,7,0,1,0,0
1992,.56239998,54455.002476,3,1,1,63,0,1,3,3,3,1,1,17,17,1,1,0,1
1993,.49380001,47811.645194,3,1,4,34,0,0,1,5,5,1,0,12,10,1,1,0,1
1994,1.7627,170677.24825,1,2,1,24,1,1,4,5,3,1,0,15,10,0,1,0,0
1996,1.3785,133474.872411,2,2,4,41,1,0,4,6,5,1,0,14,16,1,1,0,0
1997,1.9227,186174.418759,1,1,1,35,0,1,3,6,2,1,0,14,14,0,1,0,0
1998,2.3155,224205.846596,3,1,1,46,0,1,3,7,5,1,1,14,19,1,1,0,1
1999,.75760001,73362.041591,2,1,4,25,0,0,2,4,1,1,1,12,13,0,1,0,1
2000,2.9609001,286696.935889,1,1,1,27,0,1,3,4,4,1,1,14,14,0,1,0,0
2001,1.2012,116307.96001,2,1,1,52,0,1,4,2,2,0,0,14,13,1,1,0,0
2002,.92470002,89534.57300999999,3,1,2,85,0,0,4,1,4,1,0,7,12,0,1,1,1
2003,1.4346,138915.297974,2,2,1,48,1,1,4,4,5,1,0,12,10,1,1,0,0
2004,1.1371,110106.878755,1,1,1,38,0,1,3,6,4,1,0,14,18,0,1,0,0
2005,1.7510999,169557.692027,1,1,1,25,0,1,4,2,1,1,0,13,11,0,1,0,0
2006,.47130001,45637.830566,0,1,1,36,0,1,1,4,5,1,0,13,20,0,0,0,0
2007,1.3694,132599.344914,0,2,5,45,1,0,2,1,4,1,0,14,9,0,0,0,0
2009,.2604,25210.464906,2,2,4,54,1,0,2,4,3,1,0,12,13,0,1,1,0
2010,.58920002,57048.795377,1,2,1,67,1,1,4,5,4,1,1,12,19,0,1,0,0
2012,.75760001,73362.041591,3,1,1,19,0,1,4,2,5,1,0,12,13,0,1,1,1
2013,.56239998,54455.002476,3,2,1,65,1,1,3,4,5,1,0,15,10,1,1,0,1
2014,.88599998,85786.287767,2,1,1,44,0,1,3,6,4,1,1,16,18,1,1,0,0
2015,.65069997,63010.204474,3,2,1,57,1,1,4,6,5,1,0,12,16,1,1,1,0
2016,.2357,22818.915283,1,2,1,33,1,1,1,4,4,1,0,13,15,0,1,0,0
2017,.223,21593.223505,0,2,1,60,1,1,3,3,5,1,1,14,12,0,0,0,0
2018,.28529999,27622.723203,0,2,1,43,1,1,1,4,3,1,0,13,7,0,0,0,0
2020,.36160001,35013.27355,0,2,4,28,1,0,1,4,3,0,0,15,1,0,0,0,0
2026,.5424,52520.445286,1,1,4,20,0,0,3,3,5,1,0,13,2,0,1,0,0
2027,.36160001,35013.630191,2,2,4,27,1,0,4,4,4,1,1,14,10,0,0,1,1
2029,.35350001,34228.72157,1,2,1,34,1,1,2,2,4,1,0,14,3,0,1,0,0
2030,.98570001,95448.547746,2,1,1,22,0,1,4,6,5,1,0,14,1,1,1,0,0
2031,.29480001,28548.491294,2,2,4,38,1,0,3,4,4,1,1,16,14,0,1,0,1
2034,.29480001,28548.491294,2,1,1,37,0,1,2,5,4,1,1,15,13,0,1,0,1
2037,.28529999,27622.723203,0,2,1,42,1,1,1,6,5,1,0,14,13,0,0,0,0
2038,.46520001,45048.949679,1,1,4,66,0,0,3,3,5,1,1,12,7,0,0,0,1
2040,.4693,45442.04978,3,1,1,35,0,1,3,4,3,1,1,14,19,1,1,1,0
2042,.4693,45442.04978,0,2,1,33,1,1,1,3,5,1,0,15,11,0,0,0,0
2043,.29890001,28938.44481,1,2,1,49,1,1,3,5,5,1,0,12,11,0,0,0,1
2044,.4693,45442.04978,0,1,1,34,0,1,2,2,3,1,1,15,11,0,0,0,0
2045,.28529999,27622.723203,2,2,1,47,1,1,1,4,4,1,0,14,18,0,1,0,1
2053,1.1932,115534.792301,4,2,1,79,1,1,4,6,5,1,0,13,7,1,1,1,1
2055,.94209999,91224.706399,2,1,1,57,0,1,2,4,5,1,1,14,15,1,1,0,0
2056,.89840001,86988.598591,0,2,1,19,1,1,1,4,4,1,0,11,2,0,0,0,0
2058,.62959999,60966.896175,0,1,2,34,0,0,1,3,4,1,0,12,14,0,0,0,0
2059,1.4252,138001.361161,1,2,1,66,1,1,3,6,5,1,1,17,12,0,1,0,0
2060,.60100001,58194.962053,0,1,2,31,0,0,2,4,4,0,0,15,11,0,0,0,0
2062,.96820003,93750.58030099999,0,2,2,19,1,0,1,5,5,1,0,12,1,0,0,0,0
